"Plate","Col","Row","rep","Plant","Micr","X","nummicr","summicr","season","springmicr","wellid","X","image","plate","column","row","particles","area","perim","mean","circ","AR","round","solidity","r","g","b","sqmm","colsq","numrow","rowsq","pergreen","colint","aggregation","od600","od450","inoc","urep"
1,3,1,1,"ThompsonFarm","TD3","",3,"summer","Sum","notspring","1_1_3",17,"IMG_2100 3.jpg",1,3,"A",3,26310,1236.295,85.0003333333333,0.649666666666667,2.076,0.508,0.907,73.0276666666667,86.8496666666667,28.0483333333333,15.7267657559608,9,1,1,0.462149041198914,66.6665359477124,21.2813284855152,0.042,0.044,"PlusMicr","ThompsonFarm.1"
1,3,2,1,"ThompsonFarm","TD3","",3,"summer","Sum","notspring","1_2_3",18,"IMG_2100 3.jpg",1,3,"B",1,1779,324.836,85.052,0.212,3.123,0.32,0.692,102.192,107.338,57.994,1.06339476548287,9,2,4,0.401227553415768,66.6462745098039,5.47660973537416,0.042,0.046,"PlusMicr","ThompsonFarm.1"
1,3,3,1,"ThompsonFarm","TD3","",3,"summer","Sum","notspring","1_3_3",19,"IMG_2100 3.jpg",1,3,"C",3,14077,812.548,85.0853333333333,0.801666666666667,1.36166666666667,0.740333333333333,0.963666666666667,83.187,93.2093333333333,37.243,8.41450709033297,9,3,9,0.436292942310873,66.6332026143791,17.3245149824995,0.041,0.043,"PlusMicr","ThompsonFarm.1"
1,3,4,1,"ThompsonFarm","TD3","",3,"summer","Sum","notspring","1_4_3",20,"IMG_2100 3.jpg",1,3,"D",3,22840,1109.384,85.0816666666667,0.700333333333333,1.837,0.553,0.922333333333333,82.753,96.268,34.6336666666667,13.652578102096,9,4,16,0.450577567538894,66.6346405228758,20.5880019902937,0.041,0.045,"PlusMicr","ThompsonFarm.1"
1,3,5,1,"ThompsonFarm","TD3","",3,"summer","Sum","notspring","1_5_3",21,"IMG_2100 3.jpg",1,3,"E",2,10482,603.914,85.002,0.663,1.8235,0.557,0.9235,94.2375,104.2305,45.886,6.26560086104072,9,5,25,0.426555325470424,66.6658823529412,17.3567759647897,0.04,0.041,"PlusMicr","ThompsonFarm.1"
1,3,6,1,"ThompsonFarm","TD3","",3,"summer","Sum","notspring","1_6_3",22,"IMG_2100 3.jpg",1,3,"F",3,19568,1028.029,85,0.692,1.81166666666667,0.567666666666667,0.909666666666667,76.5536666666667,89.924,26.9903333333333,11.6967446717081,9,6,36,0.46480038042467,66.6666666666667,19.0344824902799,0.045,0.047,"PlusMicr","ThompsonFarm.1"
1,3,7,1,"ThompsonFarm","TD3","",3,"summer","Sum","notspring","1_7_3",23,"IMG_2100 3.jpg",1,3,"G",1,1569,267.439,84.997,0.276,7.418,0.135,0.818,87.505,93.262,50.668,0.937867558764824,9,7,49,0.402972756929591,66.6678431372549,5.86675840098116,0.048,0.056,"PlusMicr","ThompsonFarm.1"
1,3,8,1,"ThompsonFarm","TD3","",3,"summer","Sum","notspring","1_8_3",24,"IMG_2100 3.jpg",1,3,"H",2,6708,498.6,85.006,0.6665,1.738,0.5805,0.9165,109.433,113.196,57.369,4.00969763173642,9,8,64,0.404274316245116,66.6643137254902,13.453670276775,0.043,0.046,"PlusMicr","ThompsonFarm.1"
1,4,1,1,"ThompsonFarm","TD4","",4,"summer","Sum","notspring","1_1_4",25,"IMG_2100 3.jpg",1,4,"A",1,21510,946.774,85.137,0.302,1.244,0.804,0.746,82.894,96.226,34.326,12.8575724595484,16,1,1,0.450821285008855,66.6129411764706,22.7192550703758,0.041,0.041,"PlusMicr","ThompsonFarm.1"
1,4,2,1,"ThompsonFarm","TD4","",4,"summer","Sum","notspring","1_2_4",26,"IMG_2100 3.jpg",1,4,"B",2,8189,586.961,85,0.597,2.737,0.366,0.9535,92.0405,105.1835,41.097,4.89496331340035,16,2,4,0.441352209834635,66.6666666666667,13.951523184675,0.043,0.046,"PlusMicr","ThompsonFarm.1"
1,4,3,1,"ThompsonFarm","TD4","",4,"summer","Sum","notspring","1_3_4",27,"IMG_2100 3.jpg",1,4,"C",4,20789,1271.249,85.27675,0.5295,1.82375,0.568,0.8345,106.0345,116.141,50.31625,12.4265957164831,16,3,9,0.426218408447228,66.558137254902,16.3532085374305,0.039,0.041,"PlusMicr","ThompsonFarm.1"
1,4,4,1,"ThompsonFarm","TD4","",4,"summer","Sum","notspring","1_4_4",28,"IMG_2100 3.jpg",1,4,"D",1,27926,1215.852,85.092,0.237,1.967,0.508,0.65,85.708,99.384,34.914,16.6927274990863,16,4,16,0.451733134550876,66.6305882352941,22.9682560048427,0.039,0.042,"PlusMicr","ThompsonFarm.1"
1,4,5,1,"ThompsonFarm","TD4","",4,"summer","Sum","notspring","1_5_4",29,"IMG_2100 3.jpg",1,4,"E",2,32155,1378.906,85.077,0.4835,1.8335,0.569,0.7885,86.8825,100.109,35.583,19.2206063429464,16,5,25,0.449777490233607,66.6364705882353,23.3192110267125,0.215,0.092,"PlusMicr","ThompsonFarm.1"
1,4,6,1,"ThompsonFarm","TD4","",4,"summer","Sum","notspring","1_6_4",30,"IMG_2100 3.jpg",1,4,"F",3,18727,1053.099,85.1233333333333,0.629,2.094,0.509,0.902333333333333,89.0066666666667,101.569,37.0433333333333,11.1940380962325,16,6,36,0.44622373351961,66.6183006535948,17.782753568278,0.042,0.045,"PlusMicr","ThompsonFarm.1"
1,4,7,1,"ThompsonFarm","TD4","",4,"summer","Sum","notspring","1_7_4",31,"IMG_2100 3.jpg",1,4,"G",2,16739,795.82,85.005,0.664,1.7735,0.568,0.9235,93.0885,104.2345,39.731,10.005713872635,16,7,49,0.439707830283395,66.6647058823529,21.0336508255636,0.042,0.044,"PlusMicr","ThompsonFarm.1"
1,4,8,1,"ThompsonFarm","TD4","",4,"summer","Sum","notspring","1_8_4",32,"IMG_2100 3.jpg",1,4,"H",2,12040,649.595,85.0005,0.6645,1.2345,0.81,0.8875,93.1595,103.6155,46.671,7.19689318516793,16,8,64,0.425620055371623,66.6664705882353,18.5346254204543,0.043,0.045,"PlusMicr","ThompsonFarm.1"
1,5,1,1,"ThompsonFarm","TD5","",5,"notsummer","Fall","notspring","1_1_5",33,"IMG_2100 3.jpg",1,5,"A",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,25,1,1,NA,NA,NA,0.056,0.065,"PlusMicr","ThompsonFarm.1"
1,5,2,1,"ThompsonFarm","TD5","",5,"notsummer","Fall","notspring","1_2_5",34,"IMG_2100 3.jpg",1,5,"B",1,27346,1266.237,85.006,0.214,1.628,0.614,0.752,85.938,99.607,35.259,16.3460333091032,25,2,4,0.451110487128856,66.6643137254902,21.5962730515693,0.047,0.056,"PlusMicr","ThompsonFarm.1"
1,5,3,1,"ThompsonFarm","TD5","",5,"notsummer","Fall","notspring","1_3_5",35,"IMG_2100 3.jpg",1,5,"C",2,11380,738.666,85.703,0.535,2.272,0.442,0.8555,103.6275,116.5905,45.4685,6.80237910691122,25,3,9,0.438827339740634,66.3909803921569,15.406151088584,0.083,0.114,"PlusMicr","ThompsonFarm.1"
1,5,4,1,"ThompsonFarm","TD5","",5,"notsummer","Fall","notspring","1_4_5",36,"IMG_2100 3.jpg",1,5,"D",3,8993,834.749,85.1943333333333,0.468666666666667,2.34933333333333,0.526333333333333,0.827333333333333,98.5013333333333,109.228,45.839,5.37555319054944,25,4,16,0.430763568005994,66.5904575163399,10.7732983208126,0.046,0.053,"PlusMicr","ThompsonFarm.1"
1,5,5,1,"ThompsonFarm","TD5","",5,"notsummer","Fall","notspring","1_5_5",37,"IMG_2100 3.jpg",1,5,"E",3,11822,870.933,85.582,0.491333333333333,2.49366666666667,0.454,0.842,115.068,122.085333333333,58.3536666666667,7.06658398962253,25,5,25,0.413138549453424,66.438431372549,13.5739488571452,0.061,0.073,"PlusMicr","ThompsonFarm.1"
1,5,6,1,"ThompsonFarm","TD5","",5,"notsummer","Fall","notspring","1_6_5",38,"IMG_2100 3.jpg",1,5,"F",2,20655,924.473,85.018,0.6065,1.8385,0.5795,0.8795,96.6715,108.1925,39.2965,12.3464974036249,25,6,36,0.443120406453951,66.6596078431373,22.3424588927962,0.146,0.194,"PlusMicr","ThompsonFarm.1"
1,5,7,1,"ThompsonFarm","TD5","",5,"notsummer","Fall","notspring","1_7_5",39,"IMG_2100 3.jpg",1,5,"G",3,25077,1220.94,85,0.618,2.15,0.474333333333333,0.917666666666667,81.4233333333333,94.559,30.1636666666667,14.9897417279449,25,7,49,0.458699174371562,66.6666666666667,20.5390928301145,0.046,0.05,"PlusMicr","ThompsonFarm.1"
1,5,8,1,"ThompsonFarm","TD5","",5,"notsummer","Fall","notspring","1_8_5",40,"IMG_2100 3.jpg",1,5,"H",1,12335,663.495,85.002,0.352,2.958,0.338,0.723,74.875,88.76,30.364,7.37322902317661,25,8,64,0.457528131588307,66.6658823529412,18.5909464276294,0.07,0.091,"PlusMicr","ThompsonFarm.1"
1,6,1,1,"ThompsonFarm","TD6","",6,"notsummer","Fall","notspring","1_1_6",41,"IMG_2100 3.jpg",1,6,"A",3,4869,630.766,85.369,0.430333333333333,1.88766666666667,0.546,0.812,123.984,130.193333333333,61.6986666666667,2.91043795004839,36,1,1,0.412165955417104,66.5219607843137,7.71918587875694,0.052,0.063,"PlusMicr","ThompsonFarm.1"
1,6,2,1,"ThompsonFarm","TD6","",6,"notsummer","Fall","notspring","1_2_6",42,"IMG_2100 3.jpg",1,6,"B",2,19090,1187.301,85.001,0.3795,2.7865,0.382,0.7635,93.2405,104.8515,43.0825,11.4110208392737,36,2,4,0.43475367420685,66.6662745098039,16.0784838890896,0.044,0.049,"PlusMicr","ThompsonFarm.1"
1,6,3,1,"ThompsonFarm","TD6","",6,"notsummer","Fall","notspring","1_3_6",43,"IMG_2100 3.jpg",1,6,"C",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,36,3,9,NA,NA,NA,0.041,0.047,"PlusMicr","ThompsonFarm.1"
1,6,4,1,"ThompsonFarm","TD6","",6,"notsummer","Fall","notspring","1_4_6",44,"IMG_2100 3.jpg",1,6,"D",2,9418,655.654,85,0.549,2.043,0.491,0.834,90.081,103.6035,39.635,5.62959634700262,36,4,16,0.444041325307143,66.6666666666667,14.3642836008016,0.041,0.045,"PlusMicr","ThompsonFarm.1"
1,6,5,1,"ThompsonFarm","TD6","",6,"notsummer","Fall","notspring","1_5_6",45,"IMG_2100 3.jpg",1,6,"E",1,7430,434.659,85.224,0.494,1.522,0.657,0.861,109.401,119.295,52.666,4.44127212340513,36,5,25,0.423991157299138,66.5788235294117,17.0938597843367,0.045,0.051,"PlusMicr","ThompsonFarm.1"
1,6,6,1,"ThompsonFarm","TD6","",6,"notsummer","Fall","notspring","1_6_6",46,"IMG_2100 3.jpg",1,6,"F",2,11014,605.511,85,0.762,1.4585,0.7165,0.934,89.7015,103.78,36.634,6.58360311805977,36,6,36,0.450990915431598,66.6666666666667,18.1895952344384,0.046,0.051,"PlusMicr","ThompsonFarm.1"
1,6,7,1,"ThompsonFarm","TD6","",6,"notsummer","Fall","notspring","1_7_6",47,"IMG_2100 3.jpg",1,6,"G",1,2459,227.279,85.001,0.598,1.728,0.579,0.888,85.551,96.269,35.155,1.46986381580797,36,7,49,0.443687060721281,66.6662745098039,10.8193013872817,0.047,0.05,"PlusMicr","ThompsonFarm.1"
1,6,8,1,"ThompsonFarm","TD6","",6,"notsummer","Fall","notspring","1_8_6",48,"IMG_2100 3.jpg",1,6,"H",2,4685,410.392,85,0.69,1.8725,0.535,0.931,74.627,84.9175,31.68,2.80045220701925,36,8,64,0.444072281532963,66.6666666666667,11.4159145402444,0.046,0.052,"PlusMicr","ThompsonFarm.1"
1,7,1,1,"ThompsonFarm","TD7","",7,"notsummer","Fall","notspring","1_1_7",49,"IMG_2102 2.jpg",1,7,"A",1,24432,986.087,71.858,0.316,1.366,0.732,0.749,82.042,94.71,38.815,14.6544953129609,49,1,1,0.43935296218809,71.8203921568627,24.7767184842717,0.046,0.05,"PlusMicr","ThompsonFarm.1"
1,7,2,1,"ThompsonFarm","TD7","",7,"notsummer","Fall","notspring","1_2_7",50,"IMG_2102 2.jpg",1,7,"B",2,7437,527.588,74.668,0.555,2.627,0.3895,0.905,86.3285,95.9755,41.645,4.46076791267561,49,2,4,0.42855962741517,70.718431372549,14.0962266010599,0.067,0.088,"PlusMicr","ThompsonFarm.1"
1,7,3,1,"ThompsonFarm","TD7","",7,"notsummer","Fall","notspring","1_3_7",51,"IMG_2102 2.jpg",1,7,"C",1,566,122.811,86.818,0.472,2.043,0.49,0.839,97.53,103.769,59.092,0.339491009624095,49,3,9,0.398512237366115,65.9537254901961,4.60870768905065,0.044,0.05,"PlusMicr","ThompsonFarm.1"
1,7,4,1,"ThompsonFarm","TD7","",7,"notsummer","Fall","notspring","1_4_7",52,"IMG_2102 2.jpg",1,7,"D",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,49,4,16,NA,NA,NA,0.073,0.098,"PlusMicr","ThompsonFarm.1"
1,7,5,1,"ThompsonFarm","TD7","",7,"notsummer","Fall","notspring","1_5_7",53,"IMG_2102 2.jpg",1,7,"E",1,4166,296.676,87.606,0.595,1.399,0.715,0.897,102.298,109.278,51.259,2.49879778461834,49,5,25,0.415766545551392,65.6447058823529,14.0422548504092,0.047,0.053,"PlusMicr","ThompsonFarm.1"
1,7,6,1,"ThompsonFarm","TD7","",7,"notsummer","Fall","notspring","1_6_7",54,"IMG_2102 2.jpg",1,7,"F",1,13200,680.968,78.835,0.358,2.588,0.386,0.762,92.246,102.998,41.178,7.9174581749789,49,6,36,0.435653196403042,69.0843137254902,19.3841707686705,0.068,0.089,"PlusMicr","ThompsonFarm.1"
1,7,7,1,"ThompsonFarm","TD7","",7,"notsummer","Fall","notspring","1_7_7",55,"IMG_2102 2.jpg",1,7,"G",1,4841,337.161,78.874,0.535,2.17,0.461,0.801,91.928,102.338,42.263,2.90366780492976,49,7,49,0.432665761915029,69.0690196078431,14.3581256432387,0.045,0.053,"PlusMicr","ThompsonFarm.1"
1,7,8,1,"ThompsonFarm","TD7","",7,"notsummer","Fall","notspring","1_8_7",56,"IMG_2102 2.jpg",1,7,"H",2,23121,1086.597,78.706,0.4995,1.7055,0.589,0.857,91.1495,99.96,44.922,13.8681477624005,49,8,64,0.423502795177762,69.1349019607843,21.2783580297019,0.045,0.051,"PlusMicr","ThompsonFarm.1"
1,8,1,1,"ThompsonFarm","TD8","",8,"notsummer","Winter","notspring","1_1_8",57,"IMG_2102 2.jpg",1,8,"A",1,3051,223.664,77.284,0.766,1.272,0.786,0.928,89.676,98.285,43.893,1.83001249180762,64,1,1,0.423909011705642,69.6925490196078,13.6409972101009,0.059,0.076,"PlusMicr","ThompsonFarm.1"
1,8,2,1,"ThompsonFarm","TD8","",8,"notsummer","Winter","notspring","1_2_8",58,"IMG_2102 2.jpg",1,8,"B",2,9308,530.257,81.4215,0.5875,2.5495,0.3935,0.905,92.8865,101.638,49.742,5.58300762823512,64,2,4,0.416094716221832,68.07,17.5537522371228,0.049,0.058,"PlusMicr","ThompsonFarm.1"
1,8,3,1,"ThompsonFarm","TD8","",8,"notsummer","Winter","notspring","1_3_8",59,"IMG_2102 2.jpg",1,8,"C",3,6872,539.227,95.8313333333333,0.766,1.16733333333333,0.858666666666667,0.933666666666667,111.008333333333,117.161333333333,59.3206666666667,4.12187671048901,64,3,9,0.407531383663914,62.4190849673203,12.7441689678002,0.043,0.05,"PlusMicr","ThompsonFarm.1"
1,8,4,1,"ThompsonFarm","TD8","",8,"notsummer","Winter","notspring","1_4_8",60,"IMG_2102 2.jpg",1,8,"D",3,11822,737.838,80.8026666666667,0.804,1.36366666666667,0.733666666666667,0.961,93.2916666666667,104.499,44.6736666666667,7.0909235261061,64,4,16,0.430987100508253,68.3126797385621,16.0224873210651,0.038,0.04,"PlusMicr","ThompsonFarm.1"
1,8,5,1,"ThompsonFarm","TD8","",8,"notsummer","Winter","notspring","1_5_8",61,"IMG_2102 2.jpg",1,8,"E",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,64,5,25,NA,NA,NA,0.043,0.048,"PlusMicr","ThompsonFarm.1"
1,8,6,1,"ThompsonFarm","TD8","",8,"notsummer","Winter","notspring","1_6_8",62,"IMG_2102 2.jpg",1,8,"F",1,14965,694.34,69.291,0.39,2.141,0.467,0.757,79.93,93.03,34.674,8.97611830216358,64,6,36,0.44804800755175,72.8270588235294,21.5528415473687,0.039,0.041,"PlusMicr","ThompsonFarm.1"
1,8,7,1,"ThompsonFarm","TD8","",8,"notsummer","Winter","notspring","1_7_8",63,"IMG_2102 2.jpg",1,8,"G",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,64,7,49,NA,NA,NA,0.042,0.044,"PlusMicr","ThompsonFarm.1"
1,8,8,1,"ThompsonFarm","TD8","",8,"notsummer","Winter","notspring","1_8_8",64,"IMG_2102 2.jpg",1,8,"H",1,10316,459.688,71.438,0.613,1.308,0.764,0.881,82.992,95.076,36.276,6.18761352523351,64,8,64,0.443567349680887,71.9850980392157,22.4413080176119,0.064,0.084,"PlusMicr","ThompsonFarm.1"
1,9,1,1,"ThompsonFarm","n","",NA,"notsummer",NA,NA,"1_1_9",65,"IMG_2102 2.jpg",1,9,"A",2,5643,408.233,86.7625,0.8075,1.4585,0.7185,0.954,100.86,108.1395,51.087,3.38471336980348,81,1,1,0.41578282609824,65.9754901960784,13.8229883424417,0.05,0.059,"NoMicr","ThompsonFarm.1"
1,9,2,1,"ThompsonFarm","n","",NA,"notsummer",NA,NA,"1_2_9",66,"IMG_2102 2.jpg",1,9,"B",2,17288,1287.599,105.071,0.2345,1.4135,0.7145,0.7915,121.0825,126.4295,67.6875,10.3694709794724,81,2,4,0.401109456074645,58.7956862745098,13.4265404058251,0.072,0.095,"NoMicr","ThompsonFarm.1"
1,9,3,1,"ThompsonFarm","n","",NA,"notsummer",NA,NA,"1_3_9",67,"IMG_2102 2.jpg",1,9,"C",2,16479,897.217,87.77,0.5155,1.8785,0.5555,0.836,101.281,111.689,50.1955,9.88422676253616,81,3,9,0.424405934668488,65.5803921568628,18.3667942092047,0.086,0.121,"NoMicr","ThompsonFarm.1"
1,9,4,1,"ThompsonFarm","n","",NA,"notsummer",NA,NA,"1_4_9",68,"IMG_2102 2.jpg",1,9,"D",1,9999,472.742,84.451,0.562,1.385,0.722,0.87,96.618,107.639,49.218,5.99747456754652,81,4,16,0.424653318867738,66.8819607843137,21.1510718319929,0.111,0.159,"NoMicr","ThompsonFarm.1"
1,9,5,1,"ThompsonFarm","n","",NA,"notsummer",NA,NA,"1_5_9",69,"IMG_2102 2.jpg",1,9,"E",2,15427,757.661,84.1785,0.664,1.5935,0.658,0.9085,97.741,107.9325,46.819,9.25322933828784,81,5,25,0.427468142618098,66.9888235294118,20.3613489410172,0.175,0.257,"NoMicr","ThompsonFarm.1"
1,9,6,1,"ThompsonFarm","n","",NA,"notsummer",NA,NA,"1_6_9",70,"IMG_2102 2.jpg",1,9,"F",2,12853,772.264,93.5565,0.4835,1.511,0.6995,0.8695,109.9565,117.0895,53.6705,7.70932499416695,81,6,36,0.417109432470126,63.3111764705882,16.6432722488683,0.115,0.16,"NoMicr","ThompsonFarm.1"
1,9,7,1,"ThompsonFarm","n","",NA,"notsummer",NA,NA,"1_7_9",71,"IMG_2102 2.jpg",1,9,"G",1,14344,593.796,81.414,0.511,1.327,0.753,0.827,93.881,104.64,45.74,8.60363788347707,81,7,49,0.428394217660617,68.0729411764706,24.1564443007363,0.043,0.049,"NoMicr","ThompsonFarm.1"
1,9,8,1,"ThompsonFarm","n","",NA,"notsummer",NA,NA,"1_8_9",72,"IMG_2102 2.jpg",1,9,"H",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,81,8,64,NA,NA,NA,0.046,0.053,"NoMicr","ThompsonFarm.1"
1,10,1,1,"LaRoche","LRD1","",1,"notsummer","Spr","spring","1_1_10",73,"IMG_2102 2.jpg",1,10,"A",1,7051,492.174,69.878,0.366,2.728,0.367,0.752,80.465,91.084,38.019,4.22924224180123,100,1,1,0.434627424034204,72.596862745098,14.3262342179798,0.047,0.051,"PlusMicr","LaRoche.1"
1,10,2,1,"LaRoche","LRD1","",1,"notsummer","Spr","spring","1_2_10",74,"IMG_2102 2.jpg",1,10,"B",1,6251,519.955,74.208,0.291,1.457,0.686,0.731,87.947,96.441,38.22,3.74939629180251,100,2,4,0.433232408538777,70.8988235294118,12.0221942283467,0.051,0.06,"PlusMicr","LaRoche.1"
1,10,3,1,"LaRoche","LRD1","",1,"notsummer","Spr","spring","1_3_10",75,"IMG_2102 2.jpg",1,10,"C",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,100,3,9,NA,NA,NA,0.052,0.059,"PlusMicr","LaRoche.1"
1,10,4,1,"LaRoche","LRD1","",1,"notsummer","Spr","spring","1_4_10",76,"IMG_2102 2.jpg",1,10,"D",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,100,4,16,NA,NA,NA,0.052,0.064,"PlusMicr","LaRoche.1"
1,10,5,1,"LaRoche","LRD1","",1,"notsummer","Spr","spring","1_5_10",77,"IMG_2102 2.jpg",1,10,"E",1,3715,253.421,89.013,0.727,1.431,0.699,0.903,108.936,110.211,47.864,2.22828463030656,100,5,25,0.412758275876275,65.0929411764706,14.6594007600002,0.081,0.108,"PlusMicr","LaRoche.1"
1,10,6,1,"LaRoche","LRD1","",1,"notsummer","Spr","spring","1_6_10",78,"IMG_2102 2.jpg",1,10,"F",1,4709,285.12,60.94,0.728,1.624,0.616,0.926,70.015,81.001,31.747,2.82449322317997,100,6,36,0.443202398734974,76.1019607843137,16.5158529741863,0.059,0.071,"PlusMicr","LaRoche.1"
